"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Your moon sign is your emotional core. It’s how you feel secure, where your emotional needs are met. It’s explainin… https://t.co/aZX3p56czR",FALSE,0,"titanessbia",2019-10-08 03:46:20,TRUE,"1181414982665289728","1181415502817705984","2992747386","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","titanessbia",0,FALSE,FALSE,NA,NA
"RT @gul4b: How Many Followers Do You Want?

<U+2708><U+FE0F><U+2708><U+FE0F>100M<U+0001F6EC><U+0001F6EC>
<U+2708><U+FE0F><U+2708><U+FE0F>200M<U+0001F6EC><U+0001F6EC>
<U+2708><U+FE0F><U+2708><U+FE0F>300M<U+0001F6EC><U+0001F6EC>
<U+2708><U+FE0F><U+2708><U+FE0F>400M<U+0001F6EC><U+0001F6EC>
<U+2708><U+FE0F><U+2708><U+FE0F>500M<U+0001F6EC><U+0001F6EC>
<U+2708><U+FE0F><U+2708><U+FE0F>600M<U+0001F6EC><U+0001F6EC>
<U+2708><U+FE0F><U+2708><U+FE0F>700M<U+0001F6EC><U+0001F6EC>
<U+2708><U+FE0F><U+2708><U+FE0F>800M<U+0001F6EC><U+0001F6EC>
<U+2708><U+FE0F><U+2708><U+FE0F>900…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502817579009",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","madengineboy",20,TRUE,FALSE,NA,NA
"RT @Udaya88517347: katta waiting #4DToGoMichaelBigilTrailer https://t.co/9jZcp0uNAT",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502813384704",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TFC_offi",1,TRUE,FALSE,NA,NA
"RT @whaifu: y’all like to fuck with younger girls because females your age see the loser in you",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502809194496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cathcvs",20384,TRUE,FALSE,NA,NA
"RT @truelyIoved: ok.... that bitch can fight https://t.co/7ujuSRBgV8",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502805180416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_imchelssss",13015,TRUE,FALSE,NA,NA
"@Lazytoonx ur a cutie and I love you hn,,",FALSE,0,"Lazytoonx",2019-10-08 03:46:20,FALSE,NA,"1181415502800965634","1075138158193459211","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Skeltooony",0,FALSE,FALSE,NA,NA
"@BuesosTweets I’m already following you my G since the first time I seen it",FALSE,0,"BuesosTweets",2019-10-08 03:46:20,FALSE,"1181407638111830016","1181415502800965633","635122822","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KCzBenzy",0,FALSE,FALSE,NA,NA
"RT @alpacaIypse: [PRESS PHOTOS]@AB6IX #<U+C784><U+C601><U+BBFC> 
https://t.co/B3Bjgw2oCb
https://t.co/iUWt1NcBol
https://t.co/G4RX6tbuaZ
https://t.co/KjHDniuT2U…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502800773120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LYM_LHW",179,TRUE,FALSE,NA,NA
"RT @euloverap: Favela Vive 2 - BK' https://t.co/hNOjGUuWmZ",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502784204800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","h_hmirandel",96,TRUE,FALSE,NA,NA
"RT @renjunquotes: “Teachers are all very warm hearted and they want what’s best for their students.”…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502779781120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","flouersun",171,TRUE,FALSE,NA,NA
"RT @__vibewithd: Whatever I post on social media is meant to be seen, don’t ever think you peepin shit <U+0001F923>",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502775832577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","msmedleyjane",4637,TRUE,FALSE,NA,NA
"RT @secupp: Obama was rightly rebuked for his failures in Syria by scholars, foreign policy experts and even many Dems. Trump abandoning th…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502775762945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blackrepublican",36,TRUE,FALSE,NA,NA
"RT @GovMikeHuckabee: Proud of my wife @janethuckabee who is building houses in Nashville this week with Jimmy Carter and @Habitat_org along…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502763233280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoyceLe43164250",160,TRUE,FALSE,NA,NA
"RT @dikewhoischris: Everytime i have a funny feeling about something im right",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502750633984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ishrak__",15,TRUE,FALSE,NA,NA
"Get him to 500!!! https://t.co/cHQFIvMQ2R",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502750437376",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Evilren1",0,FALSE,FALSE,NA,NA
"Only thing that got fatter after Hs was my ass and my head LMAO",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502746439680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Papivero_",0,FALSE,FALSE,NA,NA
"RT @ThisInspiresUs: The longer you have to wait for something, the more you will appreciate it when it finally arrives.",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502742032385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JodeneMcIsaac",167,TRUE,FALSE,NA,NA
"RT @GarciaRosalind: Ivanka deleted this tweet. Please RT far and wide. https://t.co/VAUQW7ZViE",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502738083840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GreenerTalk",6916,TRUE,FALSE,NA,NA
"RT @marie_brownsuga: Dating someone who pushes you to do better is so important.",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502729662464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","harlieebyrne",27809,TRUE,FALSE,NA,NA
"RT @JesabelRaay: Documentary filmmaker &amp; political activist Michael Moore praises Todd Phillips' JOKER film, calling it a ""cinematic master…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502725468160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Daniel21704834",7,TRUE,FALSE,NA,NA
"RT @yuriana_v: who tf is thinking about me <U+0001F617>.... I’m trying to go to sleep",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502717095936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amyym6",1,TRUE,FALSE,NA,NA
"RT @CountDankulaTV: Do a presentation about how D&amp;D causes Satan woship, Rap music causes crime, and that action movies/ video games cause…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502716887041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReddTheBat",18,TRUE,FALSE,NA,NA
"@B_Aquaman Why do we care if certain sports are more one ethnic group or “race” than another?

Do we care that the… https://t.co/ZFAQHaxZC7",FALSE,0,"B_Aquaman",2019-10-08 03:46:20,TRUE,"1181413799703633922","1181415502712721410","319429679","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PrecariousPhoto",0,FALSE,FALSE,NA,NA
"RT @Crazy_Nairobian: If you're still a strong supporter of MANCHESTER UNITED please RETWEET, we need to know how many of us can withstand d…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502708654085",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alex_metzzzz",1121,TRUE,FALSE,NA,NA
"@JoshMichalec Ik it’s the worst <U+0001F602>",FALSE,0,"JoshMichalec",2019-10-08 03:46:20,FALSE,"1181410648691007488","1181415502704447489","25619230","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TyKuhn92",0,FALSE,FALSE,NA,NA
"RT @yoselin_m24: Obviously the party cuz yo armpits sweaty af https://t.co/ZzdNIZDHnn",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502700150785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daannnnnnniel",1002,TRUE,FALSE,NA,NA
"RT @SayWhenLA: No one is above the law. NO ONE. Except Hillary, Comey, Bidens, Swamp Gorilla J Brennan, Clapper, Pete Strzok, Page, every D…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502700113920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Julskihl",1328,TRUE,FALSE,NA,NA
"RT @jiimin90s: flowers fairy<U+0001F9DA><U+200D><U+2642><U+FE0F> 
#<U+C9C0><U+BBFC> #JIMIN @BTS_twt https://t.co/bqsxPnlpNP",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502695940096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JhiroyTaroma",18,TRUE,FALSE,NA,NA
"RT @sfeanrdin_: I think 90% of my financial problems would be solved if I just ate the food I have at home",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502695915523",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_ainnordin",591,TRUE,FALSE,NA,NA
"RT @DerrickLYoung_: Who all on my Timeline Not afraid to ADMIT <U+0001F64B><U+0001F3FE><U+200D><U+2640><U+FE0F> how good God has been to them<U+2753>",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502691758080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cee_henderson",18,TRUE,FALSE,NA,NA
"RT @chostophe: i luh T.T &lt;3 &lt;3 #Ponyta #GalarianPonyta https://t.co/lvGiiUi115",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502687739907",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DaddyEraser",609,TRUE,FALSE,NA,NA
"This is better <U+0001F9E2> https://t.co/vTieupIqSI",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502687678465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YanquieC",0,FALSE,FALSE,NA,NA
"@bellicosebarri @MiamiLawyerGirl lemme tell you something, i’m adding this to my arsenal. <U+0001F62D><U+0001F62D><U+0001F62D> bird watching is a wonderful hobby indeed",FALSE,0,"bellicosebarri",2019-10-08 03:46:20,FALSE,"1181410190861754368","1181415502687670272","892914196597399554","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","richellekathyrn",0,FALSE,FALSE,NA,NA
"RT @outrorida: hey y’all I saw this on insta &amp; it’s not getting enough support. These dominos workers purposely put pork in a sandwhich tha…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502683357190",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","simmchim",41492,TRUE,FALSE,NA,NA
"First home win. Goalie and captain leap into the air to celebrate. And it only took 2 video cameras and a cell phon… https://t.co/AlJ7IMgPjJ",FALSE,0,NA,2019-10-08 03:46:20,TRUE,NA,"1181415502670913536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aarondoster",0,FALSE,FALSE,NA,NA
"RT @Boii_McCoy: You’re on the wrong frequency, I can only be reached through love, sorry.",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502670749696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lyfewithtee",61,TRUE,FALSE,NA,NA
"RT @NikitaDragun: shout out to everyone who hasn’t been themselves in months but u just keep it moving. i feel u like deadass. cause me too…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502666702851",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jolynn_love",3802,TRUE,FALSE,NA,NA
"RT @RavenRaybay: Black women deserve love that doesn’t require suffering first. 

Read it again.",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502662524929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","caateaa",2936,TRUE,FALSE,NA,NA
"@P_arx Lmfaooo she should’ve changed it for this performance",FALSE,0,"P_arx",2019-10-08 03:46:20,FALSE,"1181409838091440128","1181415502662512641","197976083","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eeneryaj",0,FALSE,FALSE,NA,NA
"RT @_gguksmile_: Someone needs to have a word with Hoseok and Namjoon for even trying to suggest this. Jungkook you did right, do what you…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502662385665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeonmoiselle",8,TRUE,FALSE,NA,NA
"RT @notIena: i want a polaroid picture of us on the back of my phone typa love",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502658363393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tharealvivi",29288,TRUE,FALSE,NA,NA
"RT @KurtSchlichter: ""Joker"" is an incredibly subversive film. I'm shocked Hollywood could come out with something so radical.

The people w…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502654115840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AvariceKing",77,TRUE,FALSE,NA,NA
"RT @Kyhnations: He is judging Hangyul real hard here lmaoooo his face I cant sjcbsjcjk<U+0001F602><U+0001F602>
 https://t.co/pL7LdGOEAe",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502649782273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","younwoohan",309,TRUE,FALSE,NA,NA
"I've NEVER seen an audience react to Miley like that. SERIOUSLY the first time I've seen people understand her circ… https://t.co/x0Ya5Pi3ik",FALSE,0,NA,2019-10-08 03:46:20,TRUE,NA,"1181415502641598464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mileyfaerie",0,FALSE,FALSE,NA,NA
"RT @danniesiq: “as kids we loved the heroes..... as adults we understand the villians” https://t.co/TfzqPZmZse",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502641582080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhosCharm",14021,TRUE,FALSE,NA,NA
"@asiaontv I forgot about Kenny! He’s good too! And lol @ reception concert...I’m weak. <U+0001F602> 
You’ll be on the guest li… https://t.co/TkldsEhH3t",FALSE,0,"asiaontv",2019-10-08 03:46:20,TRUE,"1181414240101511173","1181415502641541122","824003387305971712","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GorgeousLexx",0,FALSE,FALSE,NA,NA
"traded in da fa for undercover <U+0001F614>",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502641385472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaixan2k",0,FALSE,FALSE,NA,NA
"RT @stillwater__: every time i remember shownu and hui trained together, my heart re-breaks inch by inch.... https://t.co/e5pDyGzu4a",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502641369088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juIysix",76,TRUE,FALSE,NA,NA
"@DC_Draino It's a free country, pal",FALSE,0,"DC_Draino",2019-10-08 03:46:20,FALSE,"1181274052272492544","1181415502633226242","875856268056969216","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TalksSoMuch",0,FALSE,FALSE,NA,NA
"Bruce Springsteen - Jackson Cage",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502633152513",NA,"<a href=""http://sam-song.info"" rel=""nofollow"">SAM Broadcaster Song Info</a>","MadreRadio",0,FALSE,FALSE,NA,NA
"@ThomasS4217 Wouldn’t Bibi have been in on the the plan?

What kind of payoff does Bibi/Israel get from an alliance with Russia?",FALSE,0,"ThomasS4217",2019-10-08 03:46:20,FALSE,"1181352771079020544","1181415502633025542","850952858484822017","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ObserVersus",0,FALSE,FALSE,NA,NA
"RT @honestxvibes: them: ""i would never hurt you""
me: https://t.co/wC66JsBghc",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502628999174",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","6Godii",17126,TRUE,FALSE,NA,NA
"RT @BlackstarCorne1: The spanish barber closes the door to these thugs

<U+0001F604><U+0001F601><U+0001F605><U+0001F602> Happy Weekend

#DavidBowie #PeterFrampton #Madrid https://t.co…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502628958208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jacenty19264446",208,TRUE,FALSE,NA,NA
"@LindaBrohl1 I have not tried. I personally try to stay away from processed foods. I just use plain cold-pressed olive oil",FALSE,0,"LindaBrohl1",2019-10-08 03:46:20,FALSE,"1181408964954804224","1181415502628806656","740362164230311937","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","StacyeBranche",0,FALSE,FALSE,NA,NA
"@jake_burns18 Can do this with about 9,567 passes each week. Hit both hands. Catch the ball. Shouldn’t even be a conversation",FALSE,0,"jake_burns18",2019-10-08 03:46:20,FALSE,"1181415153184706560","1181415502624755712","180646414","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BallisLyfe1941",0,FALSE,FALSE,NA,NA
"RT @ArletteKaren23: Adulting really has me like https://t.co/puho1SPhRt",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502620614661",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Analilyyyy",131,TRUE,FALSE,NA,NA
"RT @myianicoleee: who are we to disobey and mistreat such a loving and merciful God? It’s time to live for the one who gave His life for us…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502620573697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AbigailMTroth",1,TRUE,FALSE,NA,NA
"RT @Tiff_FitzHenry: BREAKING: Top Model Turned Whistleblower Exposes Elites 

""When you've shared runways and agents with the likes of Naom…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502620561408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ace3Prince",606,TRUE,FALSE,NA,NA
"RT @Manggggae: #jimin <U+0001F495><U+0001F431>
tool_fresco https://t.co/qwXpJhIey3",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502616260608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mitot4123",128,TRUE,FALSE,NA,NA
"also traded my pc for the taeyong one i wanted <U+0001F97A><U+0001F498> https://t.co/V8AlBQn5R3",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502616219648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","0102d_y",0,FALSE,FALSE,NA,NA
"RT @jess_mc: Bernie Sanders’ heart attack has been covered in a measured respectful way. And the next time a woman candidate sneezes, or ov…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502612238336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GeorgiaMcCalmon",6197,TRUE,FALSE,NA,NA
"RT @JasmynBeKnowing: I didn’t think this needed to be said but almost any production company, film, or tv show can use Tyler Perry studios.…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502607872001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AzebAmelia",2407,TRUE,FALSE,NA,NA
"@beanotorretta @WestOProblems Yes!!! An unforgettable experience for you and your boys!",FALSE,0,"beanotorretta",2019-10-08 03:46:20,FALSE,"1181391246159421440","1181415502599610368","1123049100772040704","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RachelPurcell54",0,FALSE,FALSE,NA,NA
"@Pimpdaddytemp @itsknicole_ Big Birkin bag hold how much <U+0001F605><U+0001F602><U+0001F602>",FALSE,0,"Pimpdaddytemp",2019-10-08 03:46:20,FALSE,"1181378642313699328","1181415502595293185","59923586","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Jocqui",0,FALSE,FALSE,NA,NA
"YSL cologne smells so good <U+0001F924><U+0001F924>",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502591266816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EbonyChanerya",0,FALSE,FALSE,NA,NA
"@AndrewNJHawkins Andy, any reason why these stallions are not in Australia standing at stud?",FALSE,0,"AndrewNJHawkins",2019-10-08 03:46:20,FALSE,"1181398927284686849","1181415502582710272","27410664","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jamal_UmpireWA",0,FALSE,FALSE,NA,NA
"RT @Pastor__West: God is opening your eyes, this week you will see miracles!!!!",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502578638848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TaeGatThe_Juice",2633,TRUE,FALSE,NA,NA
"RT @poohloveshoney_: imagine thinking Rihanna can’t sing.. https://t.co/KvDjH8lRAe",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502574493696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TotalThrillWill",59941,TRUE,FALSE,NA,NA
"ghost_ri88der 
Brother this was epic!!!

Guyyyyyyyyuvvaaaaaaaahhhh!!!

Biobooster!!!!

#anime #animecosplay… https://t.co/lIWsFkGjv3",FALSE,0,NA,2019-10-08 03:46:20,TRUE,NA,"1181415502570283010",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","alexlexus2000",0,FALSE,FALSE,NA,NA
"RT @illwillie_: when you known her for 2.5 days and she text you “idk how my rent gon get paid <U+0001F629>”  https://t.co/aVMwAvOBck",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502570283009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aboukgarang",226,TRUE,FALSE,NA,NA
"RT @Sxmbv_: When your girl is trying to see who you’re texting off the reflection of the car window 

 https://t.co/UTwqqdfkFz",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502570233857",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Prismg0d",5067,TRUE,FALSE,NA,NA
"RT @ThirdEyeBlind: Stephan spent the day at @StDavidsHC performing and talking with people thanks to @musiciansoncall <U+0001F64C> Check out the photo…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502566100992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","spuffycar",13,TRUE,FALSE,NA,NA
"RT @Miz_Mental_Case: Shut the fuck up and go to sleep. 

-an exhausted love story",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502557507586",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NoNOTaYesman",47,TRUE,FALSE,NA,NA
"RT @misimiii: The teaser pic reminds me of their ""Winner, Winner, Winner, fighting!"" shout before performances <U+0001F499><U+0001F499><U+0001F499><U+0001F499>
#WINNER_CROSS #WINNER #…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502557483008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FlowerPath444",124,TRUE,FALSE,NA,NA
"RT @taIors: IM SAD I NEED A HUG<U+1D49> <U+1D43><U+1D50><U+1D52><U+1D58>n<U+1D57> <U+1D52><U+1DA0> <U+1D50><U+1D52>n<U+1D49><U+02B8>",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502545072133",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","damnvicki_",16812,TRUE,FALSE,NA,NA
"RT @NubianQueen55: I want you to know the EXACT time I didn’t give a fuck <U+0001F937><U+0001F3FE><U+200D><U+2640><U+FE0F> https://t.co/HO5dfYwJvR",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502545063936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Iamnvtveviv",1796,TRUE,FALSE,NA,NA
"RT @MAGA2ARIGHTS: <U+0001F631> Blame your brother <U+0001F631>

https://t.co/sYSxZIKlze",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502532493314",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SamS_RTR",477,TRUE,FALSE,NA,NA
"RT @kipmurkomen: It is painful to admit that a whole @ManUtd is 2 points above the relegation zone. How now ?",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502528335872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NicolasAnduuru",161,TRUE,FALSE,NA,NA
"This song by @Pink came out in 2017 after Trump started his first term. This is a political statement song. Whish s… https://t.co/XM2ATkgnaF",FALSE,0,NA,2019-10-08 03:46:20,TRUE,NA,"1181415502528143361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","s_miramontes",0,FALSE,FALSE,NA,NA
"I have hw I have to do but fck it idc ,",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502523953152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","torres_eb",0,FALSE,FALSE,NA,NA
"@realDonaldTrump How is the Great and Unmatched Wall going?",FALSE,0,"realDonaldTrump",2019-10-08 03:46:20,FALSE,"1181232249821388801","1181415502515773440","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrtrn132",0,FALSE,FALSE,NA,NA
"RT @AureliaOT7: BTS run comes back tonight in approx 12 hours and life is better once again, the air feels cleaner, birds singing louder, t…",FALSE,0,NA,2019-10-08 03:46:20,FALSE,NA,"1181415502507384833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mashka288",176,TRUE,FALSE,NA,NA
